01-Mar-2013 22:28,1.721750
01-Mar-2013 22:29:34,1.721750
01-Mar-2013 22:29:39,1.721750
01-Mar-2013 22:29:44,1.657456
01-Mar-2013 22:29:50,1.657456
01-Mar-2013 22:29:55,1.657456
01-Mar-2013 22:30:00,1.593162
01-Mar-2013 22:30:05,1.593162
01-Mar-2013 22:30:10,1.593162
01-Mar-2013 22:30:15,1.528869
01-Mar-2013 22:30:20,1.528869
01-Mar-2013 22:30:25,1.528869
01-Mar-2013 22:30:30,1.528869
01-Mar-2013 22:30:39,1.528869
01-Mar-2013 22:30:44,1.593162
01-Mar-2013 22:30:49,1.528869
01-Mar-2013 22:30:54,1.593162
01-Mar-2013 22:31:00,1.528869
01-Mar-2013 22:31:05,1.528869
01-Mar-2013 22:31:10,1.593162
01-Mar-2013 22:31:15,1.528869
01-Mar-2013 22:31:20,1.528869
01-Mar-2013 22:31:25,1.528869
01-Mar-2013 22:31:30,1.593162
01-Mar-2013 22:31:35,1.593162
01-Mar-2013 22:31:40,1.528869
01-Mar-2013 22:31:45,1.528869
01-Mar-2013 22:31:50,1.528869
01-Mar-2013 22:31:56,1.593162
01-Mar-2013 22:32:05,1.528869
01-Mar-2013 22:32:10,1.528869
01-Mar-2013 22:32:15,1.528869
01-Mar-2013 22:32:20,1.593162
01-Mar-2013 22:32:25,1.528869
01-Mar-2013 22:32:30,1.593162
01-Mar-2013 22:32:35,1.528869
01-Mar-2013 22:32:40,1.593162
01-Mar-2013 22:32:46,1.528869
01-Mar-2013 22:32:51,1.593162
01-Mar-2013 22:32:56,1.528869
01-Mar-2013 22:33:01,1.593162
01-Mar-2013 22:33:06,1.528869
01-Mar-2013 22:33:11,1.593162
01-Mar-2013 22:33:16,1.528869
01-Mar-2013 22:33:21,1.528869
01-Mar-2013 22:33:30,1.528869
01-Mar-2013 22:33:35,1.528869
01-Mar-2013 22:33:40,1.528869
01-Mar-2013 22:33:45,1.593162
01-Mar-2013 22:33:50,1.528869
01-Mar-2013 22:33:56,1.528869
01-Mar-2013 22:34:01,1.528869
01-Mar-2013 22:34:06,1.528869
01-Mar-2013 22:34:11,1.593162
01-Mar-2013 22:34:16,1.528869
01-Mar-2013 22:34:21,1.593162
01-Mar-2013 22:34:26,1.528869
01-Mar-2013 22:34:31,1.528869
01-Mar-2013 22:34:36,1.528869
01-Mar-2013 22:34:41,1.528869
01-Mar-2013 22:34:47,1.593162
01-Mar-2013 22:34:55,1.593162
01-Mar-2013 22:35:00,1.528869
01-Mar-2013 22:35:06,1.593162
01-Mar-2013 22:35:11,1.528869
01-Mar-2013 22:35:16,1.528869
01-Mar-2013 22:35:21,1.593162
01-Mar-2013 22:35:26,1.528869
01-Mar-2013 22:35:31,1.593162
01-Mar-2013 22:35:36,1.528869
01-Mar-2013 22:35:41,1.528869
01-Mar-2013 22:35:46,1.528869
01-Mar-2013 22:35:51,1.528869
01-Mar-2013 22:35:57,1.593162
01-Mar-2013 22:36:02,1.528869
01-Mar-2013 22:36:07,1.593162
01-Mar-2013 22:36:12,1.528869
01-Mar-2013 22:36:21,1.528869
01-Mar-2013 22:36:26,1.593162
01-Mar-2013 22:36:31,1.528869
01-Mar-2013 22:36:36,1.528869
01-Mar-2013 22:36:41,1.593162
01-Mar-2013 22:36:46,1.528869
01-Mar-2013 22:36:51,1.528869
01-Mar-2013 22:36:56,1.593162
01-Mar-2013 22:37:01,1.528869
01-Mar-2013 22:37:06,1.528869
01-Mar-2013 22:37:12,1.593162
01-Mar-2013 22:37:17,1.528869
01-Mar-2013 22:37:22,1.528869
01-Mar-2013 22:37:27,1.528869
01-Mar-2013 22:37:32,1.528869
01-Mar-2013 22:37:37,1.593162
01-Mar-2013 22:37:46,1.528869
01-Mar-2013 22:37:51,1.593162
01-Mar-2013 22:37:56,1.528869
01-Mar-2013 22:38:01,1.528869
01-Mar-2013 22:38:06,1.528869
01-Mar-2013 22:38:11,1.528869
01-Mar-2013 22:38:16,1.528869
01-Mar-2013 22:38:22,1.593162
01-Mar-2013 22:38:27,1.528869
01-Mar-2013 22:38:32,1.593162
01-Mar-2013 22:38:37,1.528869
01-Mar-2013 22:38:42,1.593162
01-Mar-2013 22:38:47,1.528869
01-Mar-2013 22:38:52,1.528869
